time/fps,train/actor_loss,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/episodes,time/total_timesteps,train/critic_loss,train/learning_rate,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
64,20.960718154907227,-54.22902528999999,13499,100.0,136,13600,0.12350784242153168,0.001,212,,
,21.20793914794922,,13899,,,14000,0.10980187356472015,0.001,,-55.41423088,100.0
63,,-53.57748214,,100.0,140,14000,,,219,,
64,22.168933868408203,-53.561970730000006,14299,100.0,144,14400,0.09064905345439911,0.001,222,,
,22.119815826416016,,14399,,,14500,0.08323836326599121,0.001,,-53.29926565999999,100.0
64,22.27788543701172,-53.069628170000016,14699,100.0,148,14800,0.07797038555145264,0.001,230,,
,22.574783325195312,,14899,,,15000,0.09138631820678711,0.001,,-46.94164664,100.0
64,22.66107940673828,-52.71638550000001,15099,100.0,152,15200,0.0802839994430542,0.001,237,,
,22.970462799072266,,15399,,,15500,0.08460210263729095,0.001,,-56.86479184000001,100.0
63,23.010433197021484,-52.58014263,15499,100.0,156,15600,0.07225725054740906,0.001,244,,
,23.554277420043945,,15899,,,16000,0.07592208683490753,0.001,,-56.30964618000001,100.0
63,,-52.746321859999995,,100.0,160,16000,,,251,,
64,24.06182098388672,-52.623728760000006,16299,100.0,164,16400,0.0705183893442154,0.001,254,,
,24.198928833007812,,16399,,,16500,0.08450301736593246,0.001,,-53.167655139999994,100.0
64,24.648590087890625,-52.60414256,16699,100.0,168,16800,0.08008573204278946,0.001,261,,
,24.088794708251953,,16899,,,17000,0.09171992540359497,0.001,,-56.10005730000001,100.0
64,24.74852180480957,-52.42550747,17099,100.0,172,17200,0.060277052223682404,0.001,268,,
,24.9210147857666,,17399,,,17500,0.07793204486370087,0.001,,-51.25423164,100.0
63,25.075775146484375,-52.508938690000015,17499,100.0,176,17600,0.07602608948945999,0.001,276,,
,25.715911865234375,,17899,,,18000,0.069007508456707,0.001,,-48.27471744,100.0
63,,-52.69041024,,100.0,180,18000,,,283,,
64,26.153549194335938,-52.25122370000001,18299,100.0,184,18400,0.0716974064707756,0.001,285,,
,26.204437255859375,,18399,,,18500,0.08445735275745392,0.001,,-46.85975111999999,100.0
64,26.46969223022461,-52.296237229999996,18699,100.0,188,18800,0.08916249871253967,0.001,292,,
,26.6450138092041,,18899,,,19000,0.09924790263175964,0.001,,-47.13030756000001,100.0
63,27.039045333862305,-52.24301577,19099,100.0,192,19200,0.08480015397071838,0.001,300,,
,27.039031982421875,,19399,,,19500,0.0672585666179657,0.001,,-47.0149545,100.0
63,27.40838623046875,-52.35608781,19499,100.0,196,19600,0.0945601612329483,0.001,307,,
,27.590450286865234,,19899,,,20000,0.08217877149581909,0.001,,-47.67879628,100.0
63,,-52.27230807000001,,100.0,200,20000,,,314,,
64,28.040943145751953,-51.97893669,20299,100.0,204,20400,0.0898812785744667,0.001,317,,
,28.140396118164062,,20399,,,20500,0.08379054069519043,0.001,,-48.48185194,100.0
64,28.30963897705078,-51.53204866,20699,100.0,208,20800,0.07496576756238937,0.001,324,,
,28.432537078857422,,20899,,,21000,0.0797165185213089,0.001,,-50.31279236,100.0
63,28.556440353393555,-51.672668730000005,21099,100.0,212,21200,0.0771407037973404,0.001,331,,
,29.036720275878906,,21399,,,21500,0.08983224630355835,0.001,,-53.611025440000006,100.0
63,28.956039428710938,-51.60444708,21499,100.0,216,21600,0.09916648268699646,0.001,338,,
,29.164512634277344,,21899,,,22000,0.0824621319770813,0.001,,-47.62555154,100.0
63,,-51.56513903999999,,100.0,220,22000,,,345,,
64,29.984699249267578,-51.66567469999999,22299,100.0,224,22400,0.07847000658512115,0.001,348,,
,29.941265106201172,,22399,,,22500,0.07899109274148941,0.001,,-45.77673529999999,100.0
64,30.06500244140625,-51.49327623999999,22699,100.0,228,22800,0.08087657392024994,0.001,355,,
,30.19734764099121,,22899,,,23000,0.0793798416852951,0.001,,-44.095391740000004,100.0
63,30.527774810791016,-51.053115719999994,23099,100.0,232,23200,0.1029965803027153,0.001,362,,
,30.969093322753906,,23399,,,23500,0.13806617259979248,0.001,,-45.07390321999999,100.0
63,30.860036849975586,-50.9308677,23499,100.0,236,23600,0.07646782696247101,0.001,370,,
,30.79083251953125,,23899,,,24000,0.08219501376152039,0.001,,-46.12121379999999,100.0
63,,-51.04796704000001,,100.0,240,24000,,,377,,
64,31.573707580566406,-50.46785438999999,24299,100.0,244,24400,0.07964631915092468,0.001,380,,
,31.563013076782227,,24399,,,24500,0.08990401029586792,0.001,,-47.51617924,100.0
63,31.72632598876953,-50.4523833,24699,100.0,248,24800,0.08361025154590607,0.001,387,,
,31.915239334106445,,24899,,,25000,0.09690828621387482,0.001,,-44.860728740000006,100.0
63,32.326881408691406,-50.12646599,25099,100.0,252,25200,0.08605322241783142,0.001,394,,
,32.43632507324219,,25399,,,25500,0.13150694966316223,0.001,,-43.77716216000001,100.0
63,32.32316207885742,-49.87904571999999,25499,100.0,256,25600,0.07521573454141617,0.001,402,,
,32.70648956298828,,25899,,,26000,0.07354363799095154,0.001,,-44.91589876,100.0
63,,-49.151006630000005,,100.0,260,26000,,,409,,
64,33.38180923461914,-48.8576688,26299,100.0,264,26400,0.07124999165534973,0.001,411,,
,32.984619140625,,26399,,,26500,0.08536626398563385,0.001,,-44.06204574,100.0
63,33.58738708496094,-48.371512949999996,26699,100.0,268,26800,0.08550354093313217,0.001,419,,
,33.75325012207031,,26899,,,27000,0.08150318264961243,0.001,,-48.35407328,100.0
63,33.50135803222656,-48.414993319999994,27099,100.0,272,27200,0.08900567144155502,0.001,426,,
,33.47789764404297,,27399,,,27500,0.08428286761045456,0.001,,-49.72706767999999,100.0
63,33.683937072753906,-48.06484727,27499,100.0,276,27600,0.08346226811408997,0.001,434,,
,34.14636993408203,,27899,,,28000,0.08418601751327515,0.001,,-44.01719276000001,100.0
63,,-47.70812194000002,,100.0,280,28000,,,441,,
63,34.44057083129883,-47.43576131999999,28299,100.0,284,28400,0.08354061841964722,0.001,443,,
,34.25495147705078,,28399,,,28500,0.10078679025173187,0.001,,-44.7849834,100.0
63,34.6099853515625,-47.18907232000001,28699,100.0,288,28800,0.10357698053121567,0.001,450,,
,34.69407272338867,,28899,,,29000,0.12583211064338684,0.001,,-48.96308682,100.0
63,34.68275833129883,-46.912944530000004,29099,100.0,292,29200,0.09018231928348541,0.001,458,,
,35.267852783203125,,29399,,,29500,0.1082947701215744,0.001,,-45.88129515999999,100.0
63,35.15132141113281,-46.81603505,29499,100.0,296,29600,0.10539913922548294,0.001,465,,
,35.406333923339844,,29899,,,30000,0.1131635308265686,0.001,,-47.67659606,100.0
63,,-47.02283339,,100.0,300,30000,,,472,,
63,35.773643493652344,-46.77384122,30299,100.0,304,30400,0.10693199932575226,0.001,475,,
,35.76472473144531,,30399,,,30500,0.12034646421670914,0.001,,-46.691703579999995,100.0
63,36.24993133544922,-47.26594789000001,30699,100.0,308,30800,0.09746283292770386,0.001,482,,
,36.209320068359375,,30899,,,31000,0.09194730222225189,0.001,,-45.01442846,100.0
63,36.480133056640625,-47.130021479999996,31099,100.0,312,31200,0.16842317581176758,0.001,490,,
,36.743919372558594,,31399,,,31500,0.11414254456758499,0.001,,-45.49872421999999,100.0
63,36.67559051513672,-47.030456940000015,31499,100.0,316,31600,0.11909450590610504,0.001,497,,
,36.800575256347656,,31899,,,32000,0.10074513405561447,0.001,,-45.19660129999999,100.0
63,,-46.85973262,,100.0,320,32000,,,504,,
63,37.23310089111328,-46.309869410000005,32299,100.0,324,32400,0.07903123646974564,0.001,506,,
,36.93626403808594,,32399,,,32500,0.09539053589105606,0.001,,-45.345709080000006,100.0
63,37.0103759765625,-45.89219379000001,32699,100.0,328,32800,0.07482003420591354,0.001,514,,
,37.4837532043457,,32899,,,33000,0.09364243596792221,0.001,,-42.8606725,100.0
63,37.485130310058594,-45.60926468999999,33099,100.0,332,33200,0.08930960297584534,0.001,522,,
,37.68682098388672,,33399,,,33500,0.08521832525730133,0.001,,-43.62975896000001,100.0
63,38.0499267578125,-45.287019359999995,33499,100.0,336,33600,0.08709213882684708,0.001,529,,
,38.29576873779297,,33899,,,34000,0.08643639087677002,0.001,,-42.63756834000001,100.0
63,,-45.19445036,,100.0,340,34000,,,536,,
63,38.46472930908203,-45.096037259999996,34299,100.0,344,34400,0.0759420171380043,0.001,539,,
,38.24822235107422,,34399,,,34500,0.09422700107097626,0.001,,-44.08636794,100.0
63,38.617645263671875,-44.961244699999995,34699,100.0,348,34800,0.08726125955581665,0.001,546,,
,38.66758728027344,,34899,,,35000,0.1385592371225357,0.001,,-45.49501402,100.0
63,38.90777587890625,-45.00211325000001,35099,100.0,352,35200,0.12674173712730408,0.001,553,,
,38.795494079589844,,35399,,,35500,0.1324615329504013,0.001,,-45.695698940000014,100.0
63,39.03733825683594,-44.962675770000004,35499,100.0,356,35600,0.1223306655883789,0.001,560,,
,39.38384246826172,,35899,,,36000,0.1344360113143921,0.001,,-61.64333462,100.0
63,,-45.163070039999994,,100.0,360,36000,,,568,,
63,39.46659851074219,-44.974235160000006,36299,100.0,364,36400,0.0948391705751419,0.001,571,,
,39.59025573730469,,36399,,,36500,0.10609272122383118,0.001,,-49.11132286,100.0
63,39.65673065185547,-45.13230900000001,36699,100.0,368,36800,0.09621180593967438,0.001,578,,
,39.856224060058594,,36899,,,37000,0.12105007469654083,0.001,,-48.86770028,100.0
63,39.82891845703125,-45.29541389,37099,100.0,372,37200,0.14805997908115387,0.001,585,,
,40.21839904785156,,37399,,,37500,0.10293862223625183,0.001,,-43.31071304000001,100.0
63,40.013275146484375,-45.19308897999999,37499,100.0,376,37600,0.14276765286922455,0.001,592,,
,40.71513366699219,,37899,,,38000,0.11567497253417969,0.001,,-43.70397698,100.0
63,,-45.11758062,,100.0,380,38000,,,599,,
63,40.63506317138672,-45.07688519000001,38299,100.0,384,38400,0.09187643229961395,0.001,602,,
,40.756202697753906,,38399,,,38500,0.13323849439620972,0.001,,-41.73662408,100.0
63,40.98735427856445,-44.85252613999999,38699,100.0,388,38800,0.10640543699264526,0.001,609,,
,41.15749740600586,,38899,,,39000,0.11350575089454651,0.001,,-42.29083320000001,100.0
63,41.012916564941406,-45.079736190000006,39099,100.0,392,39200,0.1378176212310791,0.001,616,,
,41.19579315185547,,39399,,,39500,0.10033813118934631,0.001,,-41.61436928,100.0
63,40.95842742919922,-44.85537168000002,39499,100.0,396,39600,0.10389775037765503,0.001,624,,
,41.380157470703125,,39899,,,40000,0.13112957775592804,0.001,,-41.22924252,100.0
63,,-44.58836919,,100.0,400,40000,,,631,,
63,41.55480194091797,-44.48526384000001,40299,100.0,404,40400,0.14828556776046753,0.001,634,,
,41.73602294921875,,40399,,,40500,0.11753089725971222,0.001,,-41.562908580000006,100.0
63,41.77375793457031,-43.94932102,40699,100.0,408,40800,0.12979140877723694,0.001,641,,
,41.92576217651367,,40899,,,41000,0.10950581729412079,0.001,,-41.4658567,100.0
63,42.24677276611328,-43.53655657,41099,100.0,412,41200,0.149882972240448,0.001,648,,
,42.158870697021484,,41399,,,41500,0.10799084603786469,0.001,,-41.0437936,100.0
63,42.50418472290039,-43.13959254999999,41499,100.0,416,41600,0.1246226578950882,0.001,655,,
,42.096771240234375,,41899,,,42000,0.1276600956916809,0.001,,-44.79193510000001,100.0
63,,-43.01480747000001,,100.0,420,42000,,,662,,
63,42.389461517333984,-43.18316691,42299,100.0,424,42400,0.12910212576389313,0.001,665,,
,42.478416442871094,,42399,,,42500,0.17877089977264404,0.001,,-43.78741005999999,100.0
63,42.765480041503906,-43.23912816000001,42699,100.0,428,42800,0.111887626349926,0.001,672,,
,43.13495635986328,,42899,,,43000,0.11555072665214539,0.001,,-42.78818017999999,100.0
63,42.81151580810547,-43.37695836000001,43099,100.0,432,43200,0.1286132037639618,0.001,679,,
,43.021751403808594,,43399,,,43500,0.13400675356388092,0.001,,-42.46630518,100.0
63,42.90591049194336,-43.519248400000016,43499,100.0,436,43600,0.13887333869934082,0.001,687,,
,43.22624969482422,,43899,,,44000,0.12295932322740555,0.001,,-42.340092379999994,100.0
63,,-43.31766387000002,,100.0,440,44000,,,694,,
63,43.271095275878906,-43.18480831,44299,100.0,444,44400,0.17650732398033142,0.001,696,,
,43.462860107421875,,44399,,,44500,0.10848412662744522,0.001,,-41.776019559999995,100.0
63,43.49812316894531,-43.01797137,44699,100.0,448,44800,0.15454930067062378,0.001,703,,
,44.14148712158203,,44899,,,45000,0.1271630972623825,0.001,,-42.43446882,100.0
63,43.7711067199707,-43.034464990000004,45099,100.0,452,45200,0.10843737423419952,0.001,711,,
,43.75028991699219,,45399,,,45500,0.18002353608608246,0.001,,-42.677747880000005,100.0
63,44.32489013671875,-43.01984728,45499,100.0,456,45600,0.10937410593032837,0.001,718,,
,44.50579071044922,,45899,,,46000,0.14961524307727814,0.001,,-42.88434364,100.0
63,,-42.73273531000001,,100.0,460,46000,,,726,,
63,44.375877380371094,-42.63323564,46299,100.0,464,46400,0.10643374174833298,0.001,728,,
,44.20378875732422,,46399,,,46500,0.13389599323272705,0.001,,-44.630668639999996,100.0
63,44.56044387817383,-42.33239711000001,46699,100.0,468,46800,0.145753413438797,0.001,735,,
,44.46559524536133,,46899,,,47000,0.12562742829322815,0.001,,-44.55938458000001,100.0
63,44.64630126953125,-42.21902722,47099,100.0,472,47200,0.1364782750606537,0.001,743,,
,44.78688049316406,,47399,,,47500,0.14557810127735138,0.001,,-45.073520179999996,100.0
63,45.048179626464844,-42.48103777,47499,100.0,476,47600,0.131751149892807,0.001,750,,
,45.09699249267578,,47899,,,48000,0.11459802091121674,0.001,,-42.64658598,100.0
63,,-42.527726349999995,,100.0,480,48000,,,757,,
63,44.900455474853516,-42.51404996,48299,100.0,484,48400,0.15878815948963165,0.001,760,,
,45.37702178955078,,48399,,,48500,0.12120021879673004,0.001,,-46.117593459999995,100.0
63,45.41753387451172,-42.644243,48699,100.0,488,48800,0.13308008015155792,0.001,768,,
,45.649940490722656,,48899,,,49000,0.1195451021194458,0.001,,-43.29096442,100.0
63,45.706016540527344,-42.479083710000005,49099,100.0,492,49200,0.10967489331960678,0.001,775,,
,45.620304107666016,,49399,,,49500,0.12528878450393677,0.001,,-41.47926302,100.0
63,45.875892639160156,-42.29154294999999,49499,100.0,496,49600,0.12490982562303543,0.001,782,,
,45.59088134765625,,49899,,,50000,0.10978320240974426,0.001,,-41.25321597999999,100.0
63,,-42.26373721,,100.0,500,50000,,,789,,
63,46.155670166015625,-42.24706183999999,50299,100.0,504,50400,0.10534845292568207,0.001,792,,
,46.17353820800781,,50399,,,50500,0.13325881958007812,0.001,,-42.0629387,100.0
63,46.508522033691406,-42.22302385,50699,100.0,508,50800,0.12235561013221741,0.001,799,,
,46.23351287841797,,50899,,,51000,0.1297890841960907,0.001,,-44.356927060000004,100.0
63,46.01579666137695,-42.286571249999994,51099,100.0,512,51200,0.13398033380508423,0.001,806,,
,46.794036865234375,,51399,,,51500,0.14504602551460266,0.001,,-44.8499303,100.0
63,46.49627685546875,-42.44412236000001,51499,100.0,516,51600,0.13243180513381958,0.001,814,,
,46.34668731689453,,51899,,,52000,0.09347856044769287,0.001,,-42.02178,100.0
63,,-42.350085419999985,,100.0,520,52000,,,821,,
63,46.43918991088867,-42.402866169999996,52299,100.0,524,52400,0.13366873562335968,0.001,824,,
,46.21536636352539,,52399,,,52500,0.11933598667383194,0.001,,-41.61225688,100.0
63,46.32899475097656,-42.25626952999999,52699,100.0,528,52800,0.10808944702148438,0.001,831,,
,46.39363098144531,,52899,,,53000,0.12368785589933395,0.001,,-39.12095568,100.0
63,46.80295944213867,-42.05737601,53099,100.0,532,53200,0.115366131067276,0.001,838,,
,46.933799743652344,,53399,,,53500,0.11482720077037811,0.001,,-40.03961808,100.0
63,46.674285888671875,-42.02030664000001,53499,100.0,536,53600,0.120028056204319,0.001,845,,
,46.72378158569336,,53899,,,54000,0.08844480663537979,0.001,,-43.11155602000001,100.0
63,,-41.90994873,,100.0,540,54000,,,852,,
63,47.131919860839844,-41.76242361,54299,100.0,544,54400,0.09723399579524994,0.001,855,,
,46.82639694213867,,54399,,,54500,0.09568332880735397,0.001,,-41.86664222,100.0
63,46.82562255859375,-41.99890974999998,54699,100.0,548,54800,0.1076170802116394,0.001,862,,
,47.27110290527344,,54899,,,55000,0.09415937960147858,0.001,,-43.54985778000001,100.0
63,46.73999786376953,-41.67959368999999,55099,100.0,552,55200,0.12666507065296173,0.001,870,,
,47.176673889160156,,55399,,,55500,0.11401476711034775,0.001,,-42.635167620000004,100.0
63,47.06159973144531,-41.74056957,55499,100.0,556,55600,0.12399247288703918,0.001,877,,
,47.12630081176758,,55899,,,56000,0.12778779864311218,0.001,,-39.85275106,100.0
63,,-41.764330300000005,,100.0,560,56000,,,884,,
63,47.250709533691406,-41.61953394000001,56299,100.0,564,56400,0.09468558430671692,0.001,886,,
,47.412567138671875,,56399,,,56500,0.0645938515663147,0.001,,-39.162038360000004,100.0
63,47.625579833984375,-41.573494579999995,56699,100.0,568,56800,0.11745892465114594,0.001,893,,
,47.73424530029297,,56899,,,57000,0.10428626090288162,0.001,,-38.81604446,100.0
63,47.6197509765625,-41.30765042,57099,100.0,572,57200,0.11194778978824615,0.001,901,,
,47.48314666748047,,57399,,,57500,0.10290472209453583,0.001,,-40.73782154,100.0
63,47.36288833618164,-40.86741881,57499,100.0,576,57600,0.08917402476072311,0.001,908,,
,47.563323974609375,,57899,,,58000,0.08366349339485168,0.001,,-40.677613459999996,100.0
63,,-40.68748174,,100.0,580,58000,,,915,,
63,47.390106201171875,-40.62031356,58299,100.0,584,58400,0.08684389293193817,0.001,918,,
,47.21609878540039,,58399,,,58500,0.09928559511899948,0.001,,-39.3078944,100.0
63,47.887245178222656,-40.57042591999999,58699,100.0,588,58800,0.08876505494117737,0.001,925,,
,48.40604782104492,,58899,,,59000,0.08991750329732895,0.001,,-39.11177206,100.0
63,48.02516555786133,-40.3228972,59099,100.0,592,59200,0.11491681635379791,0.001,932,,
,47.959197998046875,,59399,,,59500,0.08305716514587402,0.001,,-40.9598991,100.0
63,47.9227294921875,-40.38518880000001,59499,100.0,596,59600,0.08867615461349487,0.001,939,,
,48.31443405151367,,59899,,,60000,0.06556142866611481,0.001,,-39.04752712,100.0
63,,-40.19183672,,100.0,600,60000,,,946,,
63,48.30004119873047,-40.21618041,60299,100.0,604,60400,0.07956178486347198,0.001,949,,
,48.16556167602539,,60399,,,60500,0.08216848969459534,0.001,,-38.59701986,100.0
63,48.146644592285156,-40.03148021,60699,100.0,608,60800,0.09718640148639679,0.001,956,,
,48.24696731567383,,60899,,,61000,0.07070813328027725,0.001,,-38.51740702,100.0
63,48.115509033203125,-39.842313250000004,61099,100.0,612,61200,0.10541738569736481,0.001,964,,
,48.10065460205078,,61399,,,61500,0.0886165052652359,0.001,,-39.049556620000004,100.0
63,48.13384246826172,-39.80481411,61499,100.0,616,61600,0.062251415103673935,0.001,971,,
,48.227596282958984,,61899,,,62000,0.13574974238872528,0.001,,-38.73050736,100.0
63,,-39.58534225,,100.0,620,62000,,,978,,
63,48.37859344482422,-39.3777051,62299,100.0,624,62400,0.11216089874505997,0.001,981,,
,48.063026428222656,,62399,,,62500,0.10910902172327042,0.001,,-39.84008284,100.0
63,48.37488555908203,-39.41073522,62699,100.0,628,62800,0.07601609826087952,0.001,988,,
,48.45303726196289,,62899,,,63000,0.09589450061321259,0.001,,-40.929297680000005,100.0
63,48.472450256347656,-39.46699278,63099,100.0,632,63200,0.10171525180339813,0.001,995,,
,48.36137771606445,,63399,,,63500,0.06627389043569565,0.001,,-39.47909894,100.0
63,48.08335494995117,-39.52690893,63499,100.0,636,63600,0.07586020976305008,0.001,1002,,
,48.55250930786133,,63899,,,64000,0.1118839681148529,0.001,,-40.18711794,100.0
63,,-39.54964438,,100.0,640,64000,,,1010,,
63,48.42377471923828,-39.718214,64299,100.0,644,64400,0.07693301141262054,0.001,1012,,
,48.28579330444336,,64399,,,64500,0.09277642518281937,0.001,,-40.20056292,100.0
63,48.9590950012207,-39.32042096,64699,100.0,648,64800,0.07029595226049423,0.001,1020,,
,48.406890869140625,,64899,,,65000,0.08039393275976181,0.001,,-38.73470972,100.0
63,48.42853546142578,-39.29700313,65099,100.0,652,65200,0.0896708071231842,0.001,1027,,
,48.861209869384766,,65399,,,65500,0.10033633559942245,0.001,,-38.97928702,100.0
63,48.826568603515625,-38.8307804,65499,100.0,656,65600,0.1254538595676422,0.001,1034,,
,48.81282043457031,,65899,,,66000,0.07398264855146408,0.001,,-39.22661588,100.0
63,,-38.67580896,,100.0,660,66000,,,1041,,
63,48.94866180419922,-38.82747775,66299,100.0,664,66400,0.07914280891418457,0.001,1044,,
,48.717079162597656,,66399,,,66500,0.11079221963882446,0.001,,-39.07794061999999,100.0
63,48.433387756347656,-38.75692789,66699,100.0,668,66800,0.1077728271484375,0.001,1051,,
,48.11412811279297,,66899,,,67000,0.09531005471944809,0.001,,-39.26963872,100.0
63,48.959049224853516,-38.71743129,67099,100.0,672,67200,0.10104982554912567,0.001,1058,,
,48.32874298095703,,67399,,,67500,0.12488091737031937,0.001,,-40.0494553,100.0
63,48.901161193847656,-38.691943540000004,67499,100.0,676,67600,0.1004057228565216,0.001,1065,,
,48.93952178955078,,67899,,,68000,0.07803866267204285,0.001,,-39.0996182,100.0
63,,-38.72384089,,100.0,680,68000,,,1073,,
63,49.028961181640625,-38.713335910000005,68299,100.0,684,68400,0.09795205295085907,0.001,1075,,
,48.3835563659668,,68399,,,68500,0.08386951684951782,0.001,,-41.86599702,100.0
63,48.85359191894531,-38.75694776,68699,100.0,688,68800,0.11434730887413025,0.001,1082,,
,49.13719940185547,,68899,,,69000,0.08690515905618668,0.001,,-39.83639736,100.0
63,49.37135314941406,-38.84782207,69099,100.0,692,69200,0.09059753268957138,0.001,1089,,
,48.50471878051758,,69399,,,69500,0.09137000143527985,0.001,,-39.09379266,100.0
63,48.88394546508789,-38.83743957,69499,100.0,696,69600,0.07317160069942474,0.001,1096,,
,48.835426330566406,,69899,,,70000,0.058272115886211395,0.001,,-38.3350691,100.0
63,,-39.12654526000001,,100.0,700,70000,,,1104,,
63,49.309913635253906,-39.25239045,70299,100.0,704,70400,0.05567815527319908,0.001,1107,,
,48.734283447265625,,70399,,,70500,0.07768145948648453,0.001,,-38.0852967,100.0
